date,district,disaster_type,severity,affected_population,economic_loss_usd
2014-09-10,Gasabo,Landslide,Low,3986,394880
2014-09-12,Muhanga,Drought,Severe,1669,8058
2014-09-12,Huye,Storm,Severe,4428,909616
2014-09-13,Huye,Drought,High,4451,671868
2014-09-14,Kayonza,Storm,Medium,3342,719701
2014-09-14,Nyabihu,Drought,Low,2544,829723
2014-09-16,Ruhango,Drought,Medium,1899,128833
2014-09-16,Nyarugenge,Earthquake,Medium,4701,194133
2014-09-17,Kayonza,Earthquake,High,2635,19115
2014-09-18,Kayonza,Flood,Low,706,821064
2014-09-18,Kicukiro,Drought,Severe,2568,186858
2014-09-20,Kirehe,Storm,Medium,2403,108492
2014-09-20,Gicumbi,Flood,High,4540,887293
2014-09-21,Muhanga,Flood,Low,4733,155764
2014-09-22,Gatsibo,Storm,Medium,4481,119106
2014-09-22,Ngororero,Flood,Severe,349,716581
2014-09-23,Kirehe,Flood,High,4997,636694
2014-09-23,Nyanza,Drought,Severe,3896,260692
2014-09-25,Nyamasheke,Landslide,High,2410,448887
2014-09-26,Ngororero,Storm,High,1834,113248
2014-09-26,Gisagara,Storm,Low,3912,829177
2014-09-28,Kayonza,Earthquake,High,1195,589261
2014-09-28,Nyagatare,Earthquake,Severe,835,366477
2014-09-30,Nyanza,Flood,Severe,1879,671402
2014-10-02,Gasabo,Drought,Low,3311,560169
2014-10-02,Nyanza,Landslide,High,3528,746047
2014-10-03,Kayonza,Storm,Severe,1405,754149
2014-10-04,Rwamagana,Storm,Severe,3214,512218
2014-10-04,Gatsibo,Flood,Low,598,579541
2014-10-05,Gatsibo,Storm,Medium,3736,460589
2014-10-05,Gicumbi,Flood,Low,1514,429539
2014-10-06,Gakenke,Flood,Low,4690,237038
2014-10-06,Nyaruguru,Earthquake,Low,1664,457222
2014-10-07,Rusizi,Landslide,High,4031,161931
2014-10-07,Gicumbi,Storm,High,531,752449
2014-10-08,Gatsibo,Drought,Medium,978,285685
2014-10-08,Gicumbi,Flood,High,4833,144286
2014-10-10,Kamonyi,Landslide,Severe,4719,117225
2014-10-10,Ngoma,Storm,Low,3220,937692
2014-10-11,Ruhango,Flood,Severe,881,358513
2014-10-11,Gakenke,Flood,Medium,2913,1922
2014-10-12,Burera,Drought,High,2112,386418
2014-10-12,Musanze,Landslide,High,4656,824766
2014-10-14,Burera,Earthquake,High,2378,49546
2014-10-16,Muhanga,Earthquake,Low,4258,165337
2014-10-17,Gasabo,Drought,High,889,77823
2014-10-21,Kamonyi,Earthquake,Low,3378,303399
2014-10-21,Gicumbi,Landslide,High,4876,879015
2014-10-23,Ngoma,Drought,Low,4926,123249
2014-10-24,Kayonza,Earthquake,Medium,4130,316778
2014-10-28,Ngoma,Storm,Low,77,864362
2014-10-29,Gasabo,Storm,Low,3256,907574
2014-10-29,Gisagara,Earthquake,Medium,4342,348621
2014-10-30,Burera,Flood,Low,215,231309
2014-10-31,Rubavu,Landslide,High,3310,172524
2014-11-01,Ngororero,Drought,Severe,4375,978410
2014-11-03,Gasabo,Flood,Low,4908,70884
2014-11-04,Nyarugenge,Flood,Severe,4034,970123
2014-11-05,Kirehe,Storm,Severe,1405,924710
2014-11-06,Nyagatare,Storm,Medium,4269,230918
2014-11-08,Bugesera,Landslide,High,3319,633975
2014-11-08,Nyabihu,Drought,Low,4954,62600
2014-11-09,Gakenke,Drought,Medium,2152,539294
2014-11-09,Rutsiro,Landslide,Medium,803,356332
2014-11-10,Huye,Storm,Medium,4823,22903
2014-11-10,Ruhango,Storm,Medium,88,284849
2014-11-12,Kirehe,Earthquake,Medium,3059,697819
2014-11-13,Huye,Drought,Low,568,639008
2014-11-14,Ruhango,Earthquake,High,4876,281722
2014-11-15,Karongi,Landslide,Medium,951,352688
2014-11-15,Burera,Earthquake,Low,547,971475
2014-11-17,Rubavu,Landslide,Low,2802,200574
2014-11-19,Nyabihu,Storm,Medium,2239,5547
2014-11-22,Nyabihu,Earthquake,Low,757,770854
2014-11-23,Musanze,Earthquake,High,801,134344
2014-11-24,Kayonza,Landslide,High,952,506668
2014-11-26,Nyamagabe,Drought,High,2544,293725
2014-11-26,Kicukiro,Flood,Severe,3410,568081
2014-11-27,Nyamagabe,Storm,Severe,4002,357045
2014-11-28,Muhanga,Drought,Severe,4586,636239
2014-11-29,Karongi,Drought,Severe,1016,115469
2014-12-02,Nyagatare,Flood,High,284,953602
2014-12-02,Gasabo,Earthquake,Severe,3597,328264
2014-12-03,Gatsibo,Earthquake,Low,638,565192
2014-12-04,Nyabihu,Earthquake,Low,4153,494774
2014-12-04,Kamonyi,Storm,High,3876,916783
2014-12-05,Nyabihu,Drought,Severe,3691,885956
2014-12-06,Kayonza,Landslide,Low,842,934743
2014-12-06,Nyabihu,Earthquake,Low,2890,420566
2014-12-08,Ruhango,Flood,Medium,3611,260716
2014-12-10,Nyanza,Landslide,Medium,4260,395206
2014-12-11,Ruhango,Flood,Low,829,681076
2014-12-13,Nyarugenge,Storm,Medium,1623,880566
2014-12-13,Gasabo,Landslide,Low,2087,663673
2014-12-14,Kirehe,Drought,Medium,571,128432
2014-12-16,Muhanga,Flood,Low,368,721392
2014-12-19,Nyamagabe,Earthquake,Severe,3878,753235
2014-12-19,Ruhango,Earthquake,Low,1924,16130
2014-12-20,Ruhango,Flood,Low,4126,498166
2014-12-20,Rutsiro,Earthquake,High,3519,714892
2014-12-21,Rusizi,Drought,High,2581,220612
2014-12-23,Gasabo,Earthquake,High,4334,135518
2014-12-23,Nyamasheke,Flood,Low,3264,929877
2014-12-24,Kicukiro,Earthquake,High,2129,222525
2014-12-24,Gatsibo,Drought,Medium,1492,894289
2014-12-25,Kamonyi,Earthquake,Severe,800,697267
2014-12-26,Nyagatare,Flood,Medium,2440,714601
2014-12-26,Karongi,Earthquake,Severe,3032,802577
2014-12-27,Kamonyi,Storm,Low,3370,533733
2014-12-27,Huye,Landslide,Medium,639,502905
2014-12-28,Rusizi,Drought,Low,1839,559089
2014-12-29,Muhanga,Flood,Low,1329,806213
2014-12-31,Nyamasheke,Flood,Low,1350,465349
2015-01-02,Nyaruguru,Earthquake,Severe,4622,289704
2015-01-03,Burera,Flood,Medium,4714,404134
2015-01-04,Ruhango,Landslide,Severe,3800,989643
2015-01-05,Kicukiro,Flood,Severe,4541,654470
2015-01-08,Gatsibo,Flood,High,1457,736017
2015-01-09,Rwamagana,Flood,Low,4267,96532
2015-01-15,Rusizi,Drought,Low,4841,621094
2015-01-19,Kicukiro,Storm,Medium,2581,93986
2015-01-20,Nyaruguru,Earthquake,Low,1312,653488
2015-01-21,Karongi,Earthquake,Severe,3341,134615
2015-01-22,Bugesera,Flood,Medium,2970,751296
2015-01-23,Nyabihu,Flood,Low,4485,876822
2015-01-25,Ruhango,Earthquake,Low,2236,641320
2015-01-26,Kamonyi,Storm,High,1470,599046
2015-01-27,Nyagatare,Landslide,Low,2970,650211
2015-02-05,Kayonza,Drought,Medium,3364,441024
2015-02-07,Kayonza,Landslide,Low,3695,993402
2015-02-08,Nyaruguru,Drought,Low,3931,763439
2015-02-09,Nyagatare,Landslide,Low,4894,372763
2015-02-10,Kamonyi,Landslide,High,2173,370044
2015-02-12,Ngororero,Drought,Low,1105,75016
2015-02-13,Musanze,Earthquake,Low,2357,729167
2015-02-19,Musanze,Landslide,Severe,2981,274618
2015-02-22,Kicukiro,Flood,Severe,2833,121919
2015-02-24,Nyanza,Storm,Severe,4109,29158
2015-02-25,Gatsibo,Flood,Medium,1545,218067
2015-02-26,Musanze,Flood,Low,3269,296151
2015-02-28,Ngororero,Storm,Severe,2890,37881
2015-03-01,Nyarugenge,Landslide,Low,4847,147528
2015-03-03,Nyarugenge,Flood,Severe,2632,308799
2015-03-03,Nyamasheke,Landslide,High,1613,832933
2015-03-04,Nyamagabe,Flood,Low,4937,215730
2015-03-04,Karongi,Earthquake,High,596,80433
2015-03-05,Bugesera,Drought,Medium,3649,825786
2015-03-06,Rubavu,Flood,Medium,4467,656610
2015-03-07,Nyanza,Storm,Low,3706,527905
2015-03-09,Rusizi,Storm,Medium,3166,273158
2015-03-11,Rulindo,Drought,Severe,3760,539951
2015-03-11,Rusizi,Earthquake,Medium,1757,593742
2015-03-12,Burera,Flood,Medium,3012,881289
2015-03-13,Kayonza,Flood,Medium,1106,301259
2015-03-14,Rutsiro,Storm,Severe,4768,234873
2015-03-15,Kayonza,Storm,Severe,2218,419025
2015-03-15,Kamonyi,Earthquake,Medium,3755,242139
2015-03-18,Kamonyi,Earthquake,High,2735,95754
2015-03-18,Kirehe,Storm,High,3442,591257
2015-03-20,Ngororero,Landslide,Low,3532,203857
2015-03-20,Nyagatare,Earthquake,Medium,704,103073
2015-03-21,Nyaruguru,Earthquake,High,909,789219
2015-03-22,Gakenke,Landslide,High,3262,129806
2015-03-23,Gisagara,Flood,Low,3278,652595
2015-03-25,Nyabihu,Earthquake,Low,3502,399489
2015-03-25,Ruhango,Earthquake,Severe,2432,491159
2015-03-26,Gakenke,Storm,Medium,1452,735136
2015-03-27,Ngororero,Earthquake,Low,4596,896134
2015-03-27,Gicumbi,Drought,High,4333,755079
2015-03-30,Gicumbi,Storm,Severe,4181,918022
2015-03-30,Kayonza,Earthquake,Low,2638,224313
2015-03-31,Burera,Drought,Medium,4007,770081
2015-04-01,Bugesera,Earthquake,Low,1339,690429
2015-04-02,Muhanga,Flood,Low,1831,663029
2015-04-03,Rubavu,Landslide,High,348,224358
2015-04-04,Rutsiro,Drought,Low,2901,971440
2015-04-06,Nyamagabe,Storm,Medium,1394,167274
2015-04-06,Rulindo,Storm,Low,1966,335868
2015-04-07,Huye,Storm,Medium,4133,132653
2015-04-09,Gasabo,Storm,Medium,1878,220707
2015-04-09,Ruhango,Flood,Medium,227,937699
2015-04-10,Nyanza,Drought,Severe,3663,19139
2015-04-10,Rubavu,Flood,Severe,4087,411958
2015-04-12,Muhanga,Earthquake,High,3627,18875
2015-04-13,Nyamasheke,Earthquake,Low,4682,970571
2015-04-13,Kicukiro,Drought,Medium,2553,42431
2015-04-14,Bugesera,Landslide,Severe,1760,766792
2015-04-14,Ngoma,Flood,Low,2986,212353
2015-04-15,Gasabo,Storm,Medium,1342,538376
2015-04-17,Karongi,Earthquake,Low,1023,330347
2015-04-18,Gakenke,Earthquake,Low,4818,204494
2015-04-19,Gicumbi,Landslide,Medium,515,208429
2015-04-19,Rusizi,Storm,Severe,3083,306042
2015-04-20,Rubavu,Storm,Severe,4155,205074
2015-04-20,Nyamasheke,Drought,Low,2514,849437
2015-04-21,Nyaruguru,Flood,Medium,3925,342661
2015-04-23,Nyanza,Storm,Low,1514,13015
2015-04-23,Nyabihu,Storm,High,4462,42614
2015-04-24,Huye,Storm,Medium,4484,467920
2015-04-27,Karongi,Flood,Low,3419,936260
2015-04-27,Nyamasheke,Earthquake,Medium,2699,319400
2015-04-28,Kirehe,Drought,Medium,4581,293274
2015-05-01,Kirehe,Storm,Low,1769,930881
2015-05-02,Bugesera,Landslide,High,207,878136
2015-05-04,Muhanga,Storm,High,80,381482
2015-05-05,Kirehe,Earthquake,High,3467,962823
2015-05-06,Bugesera,Drought,Severe,2080,630641
2015-05-07,Rulindo,Drought,Severe,4937,60709
2015-05-07,Gicumbi,Flood,Medium,950,309506
2015-05-09,Burera,Drought,High,4935,196623
2015-05-09,Ngoma,Landslide,Severe,4314,415716
2015-05-10,Muhanga,Earthquake,Severe,994,682450
2015-05-10,Rutsiro,Flood,High,2477,873468
2015-05-11,Rulindo,Storm,Low,1471,104195
2015-05-11,Kirehe,Earthquake,Low,4673,487016
2015-05-12,Rulindo,Landslide,Low,2960,998793
2015-05-12,Gasabo,Earthquake,Severe,2705,104147
2015-05-13,Gatsibo,Storm,Severe,2351,572666
2015-05-14,Kicukiro,Flood,Medium,3490,870298
2015-05-14,Nyamagabe,Landslide,Low,3572,399001
2015-05-16,Kamonyi,Flood,Low,3618,318036
2015-05-16,Muhanga,Flood,Low,3776,617032
2015-05-18,Nyabihu,Flood,High,756,423176
2015-05-18,Gisagara,Earthquake,Medium,1144,925140
2015-05-21,Burera,Drought,Severe,4096,26799
2015-05-21,Rubavu,Storm,High,4093,556553
2015-05-22,Ruhango,Earthquake,Medium,2517,6902
2015-05-22,Nyamasheke,Earthquake,Severe,4551,895488
2015-05-23,Nyamagabe,Storm,Severe,1652,999750
2015-05-24,Rutsiro,Storm,Low,4421,626098
2015-05-26,Nyarugenge,Earthquake,Low,651,22148
2015-05-26,Rutsiro,Flood,Medium,4694,87982
2015-05-27,Nyaruguru,Storm,Low,3285,413441
2015-05-27,Ngororero,Earthquake,Medium,1832,807102
2015-05-28,Nyaruguru,Flood,High,484,462698
2015-05-28,Gasabo,Flood,Severe,2380,979519
2015-05-31,Gatsibo,Earthquake,Low,4021,615131
2015-06-01,Nyamagabe,Earthquake,High,342,565433
2015-06-04,Rusizi,Landslide,Medium,3903,417954
2015-06-05,Ngororero,Storm,Low,518,737468
2015-06-06,Nyamagabe,Flood,Severe,3485,848318
2015-06-07,Kamonyi,Drought,Severe,612,340703
2015-06-10,Gisagara,Storm,Low,1344,99834
2015-06-11,Gicumbi,Storm,Severe,2946,974650
2015-06-14,Musanze,Landslide,Severe,2240,957011
2015-06-15,Burera,Earthquake,High,720,793033
2015-06-17,Kayonza,Earthquake,Medium,2305,394177
2015-06-18,Gatsibo,Drought,Low,110,948183
2015-06-22,Nyamasheke,Earthquake,Severe,1592,128778
2015-06-23,Gatsibo,Drought,Medium,1654,613375
2015-06-25,Karongi,Flood,Medium,4210,925026
2015-06-30,Gasabo,Flood,Medium,2351,591338
2015-07-01,Gakenke,Drought,Severe,2024,2405
2015-07-02,Burera,Flood,High,352,117678
2015-07-06,Nyabihu,Storm,High,4278,322530
2015-07-07,Nyamagabe,Earthquake,Medium,3417,760465
2015-07-09,Nyamagabe,Flood,High,4755,876778
2015-07-10,Gakenke,Drought,Low,1784,298229
2015-07-11,Huye,Drought,Severe,2999,584990
2015-07-12,Rutsiro,Flood,Low,3060,411667
2015-07-15,Gicumbi,Landslide,Severe,2781,213098
2015-07-19,Rusizi,Earthquake,Medium,3652,236403
2015-07-21,Kicukiro,Flood,Medium,2381,740446
2015-07-24,Kamonyi,Drought,Low,503,397207
2015-07-25,Nyanza,Earthquake,High,4718,650545
2015-07-28,Muhanga,Drought,Low,4817,574609
2015-07-29,Ngoma,Flood,Severe,924,771354
2015-08-01,Musanze,Flood,Low,4234,729025
2015-08-04,Gicumbi,Earthquake,Medium,4220,164888
2015-08-07,Kayonza,Flood,Medium,3329,990793
2015-08-08,Nyaruguru,Earthquake,Severe,1435,344276
2015-08-12,Rwamagana,Landslide,Severe,1781,685280
2015-08-15,Bugesera,Flood,Medium,1935,532723
2015-08-16,Karongi,Drought,Medium,2714,18782
2015-08-17,Gicumbi,Storm,Severe,834,36762
2015-08-18,Burera,Landslide,Low,3452,704379
2015-08-19,Rusizi,Flood,Medium,4557,441162
2015-08-21,Rulindo,Flood,Medium,1207,650846
2015-08-22,Bugesera,Landslide,Severe,4996,432362
2015-08-28,Rulindo,Earthquake,Severe,1640,460904
2015-08-29,Ruhango,Earthquake,High,3985,290334
2015-08-30,Nyabihu,Flood,Low,2439,247835
2015-09-01,Gakenke,Storm,High,2660,951264
2015-09-01,Nyaruguru,Drought,Low,739,195246
2015-09-04,Rwamagana,Flood,Low,2512,375069
2015-09-04,Gasabo,Flood,Low,374,226753
2015-09-05,Nyabihu,Earthquake,High,2287,147663
2015-09-05,Gatsibo,Landslide,Medium,417,756466
2015-09-06,Nyaruguru,Landslide,Low,802,553312
2015-09-06,Gasabo,Flood,Low,3099,430994
2015-09-07,Bugesera,Landslide,Medium,4863,934588
2015-09-08,Karongi,Storm,High,4054,80837
2015-09-08,Rutsiro,Landslide,Severe,145,867252
2015-09-11,Rwamagana,Earthquake,Medium,4137,466351
2015-09-13,Bugesera,Earthquake,Severe,4497,529381
2015-09-13,Gasabo,Landslide,High,3880,692911
2015-09-15,Gicumbi,Flood,Low,575,319897
2015-09-15,Karongi,Landslide,Low,1814,217414
2015-09-16,Rusizi,Landslide,High,215,285088
2015-09-16,Nyagatare,Drought,Low,3187,444591
2015-09-17,Rulindo,Flood,Severe,571,129838
2015-09-17,Bugesera,Landslide,Severe,1785,621089
2015-09-19,Kamonyi,Flood,Low,1997,725469
2015-09-19,Kirehe,Earthquake,Low,1136,688971
2015-09-20,Rwamagana,Storm,Low,4020,620140
2015-09-21,Karongi,Earthquake,High,1296,339122
2015-09-21,Kirehe,Earthquake,Low,3726,155186
2015-09-22,Karongi,Flood,Severe,652,193863
2015-09-22,Gisagara,Storm,Medium,825,53302
2015-09-24,Rulindo,Landslide,Severe,2810,581079
2015-09-24,Nyaruguru,Storm,Medium,3638,469974
2015-09-26,Karongi,Landslide,Medium,4552,688555
2015-09-29,Musanze,Landslide,Medium,1941,402064
2015-09-30,Ruhango,Landslide,Medium,1726,263891
2015-09-30,Muhanga,Storm,Severe,2748,849715
2015-10-02,Gakenke,Landslide,Severe,4983,231551
2015-10-02,Nyagatare,Flood,Severe,2207,1210
2015-10-03,Gicumbi,Flood,Low,1562,766219
2015-10-04,Nyamagabe,Earthquake,High,2945,402801
2015-10-06,Musanze,Earthquake,Severe,1796,143518
2015-10-06,Gisagara,Earthquake,Severe,3214,755545
2015-10-07,Burera,Storm,Severe,2290,980315
2015-10-07,Kicukiro,Landslide,Severe,878,186018
2015-10-09,Muhanga,Landslide,Low,805,682369
2015-10-09,Rulindo,Storm,High,397,855645
2015-10-10,Gatsibo,Flood,Low,3078,760987
2015-10-11,Huye,Landslide,Medium,1500,727576
2015-10-12,Rubavu,Drought,Low,1809,304644
2015-10-12,Karongi,Flood,Low,4755,37320
2015-10-13,Muhanga,Flood,Medium,3097,285609
2015-10-14,Ngoma,Earthquake,Severe,4043,183856
2015-10-14,Gicumbi,Earthquake,Medium,2402,113596
2015-10-16,Nyanza,Storm,Low,1969,108058
2015-10-16,Burera,Earthquake,Low,1780,268737
2015-10-18,Gisagara,Flood,High,1414,615687
2015-10-18,Ngoma,Storm,Severe,4559,972460
2015-10-19,Burera,Landslide,Severe,1699,987234
2015-10-23,Kirehe,Landslide,Medium,3316,356251
2015-10-23,Bugesera,Landslide,High,1823,994224
2015-10-24,Ruhango,Earthquake,Severe,3776,523081
2015-10-25,Gatsibo,Flood,High,1602,592523
2015-10-26,Rusizi,Landslide,High,2450,850915
2015-10-27,Rubavu,Earthquake,Severe,4932,618179
2015-10-28,Gakenke,Drought,High,3865,896173
2015-10-29,Nyagatare,Storm,Low,1645,957316
2015-10-31,Kirehe,Earthquake,Low,395,211542
2015-11-01,Ruhango,Flood,High,391,632649
2015-11-01,Rulindo,Flood,Medium,1290,642350
2015-11-02,Nyamagabe,Flood,Severe,3687,835446
2015-11-03,Gakenke,Landslide,Severe,2463,61882
2015-11-04,Nyanza,Earthquake,Medium,4949,46381
2015-11-06,Bugesera,Landslide,Medium,1179,714983
2015-11-07,Rutsiro,Drought,High,830,920705
2015-11-07,Huye,Storm,High,1238,35103
2015-11-09,Kirehe,Landslide,Medium,2823,558448
2015-11-10,Ngororero,Landslide,Severe,2030,813373
2015-11-10,Kirehe,Landslide,Medium,4654,674362
2015-11-12,Burera,Landslide,Low,986,51922
2015-11-13,Muhanga,Landslide,Low,2260,894084
2015-11-13,Bugesera,Storm,Severe,2726,210490
2015-11-14,Gicumbi,Landslide,High,186,624277
2015-11-16,Bugesera,Flood,Severe,2827,484568
2015-11-17,Ruhango,Drought,Low,2540,509732
2015-11-19,Nyamasheke,Landslide,Low,4336,312166
2015-11-20,Musanze,Earthquake,High,4335,764378
2015-11-20,Gatsibo,Flood,Severe,3244,451471
2015-11-21,Nyabihu,Flood,Severe,2026,38182
2015-11-21,Rwamagana,Storm,Medium,1723,262910
2015-11-23,Gatsibo,Drought,High,3448,856590
2015-11-26,Rulindo,Storm,Severe,2644,884756
2015-11-26,Kicukiro,Earthquake,Low,3485,713681
2015-11-27,Ngoma,Drought,High,1739,900165
2015-11-27,Nyagatare,Drought,Low,3829,411807
2015-11-28,Kirehe,Storm,High,659,965794
2015-11-28,Kicukiro,Drought,Low,1678,124793
2015-11-29,Kayonza,Landslide,Low,1516,367695
2015-12-01,Rwamagana,Landslide,Medium,2422,221218
2015-12-01,Gisagara,Landslide,Medium,2712,970075
2015-12-02,Kamonyi,Earthquake,Low,3143,962008
2015-12-03,Ngororero,Flood,Medium,2480,627554
2015-12-03,Kirehe,Drought,High,4071,764304
2015-12-06,Nyagatare,Flood,Medium,2584,382425
2015-12-06,Ngororero,Flood,Low,659,600159
2015-12-07,Nyaruguru,Drought,Medium,4712,772814
2015-12-08,Ngororero,Landslide,Low,1998,751100
2015-12-11,Ngororero,Earthquake,Medium,4753,559934
2015-12-12,Rulindo,Drought,High,2435,826821
2015-12-14,Gicumbi,Storm,Medium,644,568104
2015-12-14,Gakenke,Landslide,High,1869,74887
2015-12-15,Rusizi,Storm,Severe,458,167474
2015-12-17,Nyamagabe,Storm,Low,582,104806
2015-12-19,Musanze,Drought,Severe,3750,569756
2015-12-19,Bugesera,Storm,High,1499,42543
2015-12-20,Gatsibo,Storm,Medium,3531,736483
2015-12-20,Kirehe,Drought,Medium,896,366938
2015-12-21,Kayonza,Storm,Low,3753,257844
2015-12-22,Rutsiro,Drought,Low,3408,585053
2015-12-22,Rusizi,Earthquake,Severe,2423,253331
2015-12-23,Nyagatare,Flood,High,2580,245278
2015-12-23,Kayonza,Flood,Medium,2854,581624
2015-12-25,Rulindo,Landslide,Low,1848,423147
2015-12-25,Ngoma,Landslide,Severe,4586,853083
2015-12-26,Gisagara,Landslide,Medium,4087,131923
2015-12-27,Gatsibo,Storm,Severe,1589,445585
2015-12-27,Burera,Landslide,Medium,1897,871255
2015-12-28,Gasabo,Flood,Severe,3046,229269
2015-12-29,Nyamagabe,Landslide,Medium,3324,470691
2015-12-30,Rutsiro,Drought,Medium,3526,392455
2015-12-30,Ngoma,Earthquake,Severe,2504,215970
2015-12-31,Kirehe,Flood,Low,2275,873856
2015-12-31,Gatsibo,Storm,High,3298,555679
2016-01-07,Muhanga,Drought,Medium,4671,330382
2016-01-10,Rusizi,Landslide,Severe,3909,847606
2016-01-12,Rubavu,Earthquake,Low,3142,719398
2016-01-16,Burera,Landslide,High,224,863043
2016-01-17,Gatsibo,Drought,Severe,2938,772253
2016-01-19,Nyaruguru,Earthquake,Low,1611,41467
2016-01-20,Kamonyi,Earthquake,High,2593,134002
2016-01-21,Nyaruguru,Landslide,Medium,4938,567753
2016-01-24,Nyarugenge,Drought,Low,1601,925749
2016-01-28,Huye,Landslide,Medium,3801,522889
2016-01-29,Ngororero,Earthquake,Severe,462,24457
2016-02-01,Burera,Landslide,Severe,4115,774804
2016-02-03,Rwamagana,Drought,Low,2838,146995
2016-02-07,Rusizi,Landslide,Low,4341,902424
2016-02-08,Nyaruguru,Drought,Low,4330,629801
2016-02-09,Nyanza,Flood,High,1562,766009
2016-02-10,Musanze,Storm,Medium,4380,926470
2016-02-14,Kirehe,Storm,Severe,3676,560501
2016-02-15,Burera,Flood,Low,1596,42840
2016-02-16,Kirehe,Drought,High,1371,202623
2016-02-21,Musanze,Storm,Low,3383,248860
2016-02-22,Nyamagabe,Earthquake,High,2718,318345
2016-02-23,Gasabo,Earthquake,High,2015,146704
2016-02-25,Rulindo,Earthquake,High,171,759127
2016-02-27,Gasabo,Landslide,Medium,1068,571354
2016-03-01,Ruhango,Landslide,Medium,880,7000
2016-03-02,Gatsibo,Flood,Medium,3543,816484
2016-03-02,Gakenke,Earthquake,Low,737,827501
2016-03-03,Gasabo,Landslide,Low,459,765704
2016-03-03,Ruhango,Flood,Medium,2982,55464
2016-03-04,Nyamasheke,Drought,High,905,536397
2016-03-04,Rusizi,Flood,Severe,4081,777696
2016-03-05,Ngoma,Earthquake,Medium,2163,102046
2016-03-06,Rubavu,Landslide,Low,1073,836901
2016-03-07,Musanze,Earthquake,Medium,4825,665710
2016-03-08,Kirehe,Storm,Severe,4233,78575
2016-03-09,Rutsiro,Drought,High,2683,621534
2016-03-09,Kirehe,Landslide,Severe,3424,968400
2016-03-10,Rubavu,Drought,Low,4170,131430
2016-03-11,Gakenke,Flood,Low,3454,990325
2016-03-12,Nyamasheke,Landslide,High,4200,244796
2016-03-12,Kayonza,Storm,Low,68,842759
2016-03-13,Musanze,Storm,High,327,804416
2016-03-14,Nyanza,Storm,Low,4360,636595
2016-03-15,Nyagatare,Earthquake,Low,1127,473217
2016-03-16,Gakenke,Drought,Medium,3020,873621
2016-03-16,Nyarugenge,Storm,Medium,2980,551490
2016-03-17,Nyarugenge,Earthquake,Severe,1547,477479
2016-03-18,Ngoma,Landslide,High,1020,636504
2016-03-20,Nyamasheke,Drought,Low,845,976250
2016-03-20,Ngoma,Drought,Low,3799,582396
2016-03-21,Rulindo,Drought,Medium,4872,336712
2016-03-21,Kirehe,Earthquake,Low,2660,807756
2016-03-23,Kayonza,Flood,Low,2697,284006
2016-03-24,Huye,Storm,Severe,4816,760890
2016-03-25,Nyamasheke,Flood,Medium,3374,885583
2016-03-29,Nyabihu,Storm,Severe,1804,498385
2016-03-29,Gasabo,Drought,Medium,2363,912383
2016-03-30,Ngoma,Flood,Low,471,935027
2016-03-30,Gicumbi,Flood,Medium,1726,811631
2016-03-31,Burera,Landslide,Low,3728,835437
2016-04-01,Kamonyi,Earthquake,Medium,2789,813669
2016-04-02,Gicumbi,Drought,Medium,4523,288297
2016-04-02,Kirehe,Flood,High,2240,370887
2016-04-03,Kayonza,Drought,Low,3811,258737
2016-04-03,Bugesera,Storm,High,685,846262
2016-04-04,Rutsiro,Storm,Low,1177,884994
2016-04-05,Gasabo,Earthquake,Severe,1812,456708
2016-04-05,Musanze,Drought,Medium,2318,442174
2016-04-06,Ngororero,Flood,High,94,254865
2016-04-07,Ngoma,Storm,Medium,3487,758349
2016-04-08,Kayonza,Landslide,Medium,2944,572839
2016-04-09,Musanze,Flood,Low,4594,867495
2016-04-10,Nyanza,Flood,Medium,4697,123547
2016-04-10,Rutsiro,Flood,High,923,779297
2016-04-11,Gatsibo,Earthquake,High,4491,790295
